fullName,teamMarket,playerId,height,mpg,gp,drtgPlayer,ortgPlayer,ws,ows,dws,rapm,orapm,drapm,stl,blk,stlPg,blkPg,conf
Marija Avlijas,Columbia,2100217,69.0,21.0,26,89.63,93.44,1.42,0.49,0.94,3.55,1.37,2.18,25,4,0.96,0.15,IVY
Tina Njike,Penn,2110260,74.0,6.36,20,94.15,99.21,0.39,0.23,0.16,0.98,0.63,0.35,1,1,0.05,0.05,IVY
Abigail Wright,Harvard,2110259,73.0,13.63,29,82.38,115.51,2.45,1.46,0.99,4.67,3.32,1.35,18,5,0.62,0.17,IVY
Abby Sharpe,Penn,2110263,72.0,9.25,19,99.47,99.04,0.34,0.23,0.12,1.23,0.25,0.98,3,1,0.16,0.05,IVY
Olivia Young,Brown,2110988,71.0,28.23,26,98.82,91.22,1.02,0.47,0.54,1.44,0.26,1.18,15,15,0.58,0.58,IVY
Ana Guillen,Yale,2117586,72.0,16.07,22,102.04,83.72,0.17,0.03,0.14,-2.22,-2.19,-0.02,18,9,0.82,0.41,IVY
Riley Weiss,Columbia,2121942,70.0,30.05,31,91.18,121.03,6.06,4.62,1.45,5.65,3.93,1.72,33,5,1.06,0.16,IVY
Emiy Montes,Columbia,2121944,70.0,4.48,12,90.55,87.38,0.11,0.02,0.09,,,,2,0,0.17,0.0,IVY
Blau Tor,Columbia,2121946,72.0,9.71,21,89.65,113.74,0.84,0.49,0.35,0.5,0.61,-0.11,4,1,0.19,0.05,IVY
Nina Minicozzi,Dartmouth,2126650,68.0,22.84,25,104.13,86.4,0.28,0.18,0.1,-2.34,-2.01,-0.33,11,0,0.44,0.0,IVY
Meena Tate,Dartmouth,2126652,71.0,3.44,15,109.53,97.17,0.04,0.06,-0.02,-0.58,0.06,-0.64,0,0,0.0,0.0,IVY
Lucija Banovic,Dartmouth,2126657,72.0,3.98,13,96.99,77.42,0.02,-0.03,0.05,0.51,0.35,0.16,2,0,0.15,0.0,IVY
Sierra Carson,Dartmouth,2126659,68.0,8.01,21,105.07,,,,0.01,-1.7,-1.71,0.01,5,1,0.24,0.05,IVY
Cate MacDonald,Dartmouth,2126654,73.0,19.58,23,97.83,83.84,0.43,0.05,0.38,-1.14,-1.47,0.32,5,12,0.22,0.52,IVY
Olivia Hutcherson,Princeton,2149038,71.0,20.27,28,85.62,97.98,1.9,0.69,1.21,5.93,1.99,3.94,26,16,0.93,0.57,IVY
Skye Belker,Princeton,2149039,69.0,31.72,28,96.78,110.69,3.78,2.93,0.85,3.51,3.39,0.12,13,3,0.46,0.11,IVY
Ashley Chea,Princeton,2149040,68.0,33.64,29,92.63,105.17,3.89,2.53,1.36,4.01,2.46,1.56,26,6,0.9,0.21,IVY
Mari Bickley,Princeton,2149044,70.0,7.02,9,97.79,,,,0.05,-0.63,0.22,-0.85,0,2,0.0,0.22,IVY
Fadima Tall,Princeton,2149042,72.0,29.34,28,85.27,109.96,4.28,2.5,1.78,4.63,3.88,0.75,40,6,1.43,0.21,IVY
Alexandra Eldredge,Dartmouth,2149902,71.0,27.75,22,100.36,79.93,0.22,-0.13,0.35,-4.2,-3.01,-1.19,29,3,1.32,0.14,IVY
Rachel Kaus,Cornell,2153843,72.0,23.97,27,97.0,98.05,1.85,1.25,0.61,-1.22,-0.34,-0.88,7,7,0.26,0.26,IVY
Azareya Kilgoe,Cornell,2153840,64.0,25.39,27,98.51,63.29,-0.93,-1.46,0.53,-1.5,-1.84,0.35,14,0,0.52,0.0,IVY
Clarke Jackson,Cornell,2153846,69.0,31.78,27,96.34,82.18,0.85,-0.01,0.86,-2.25,-2.8,0.54,24,0,0.89,0.0,IVY
Abigail Long,Yale,2287349,67.0,8.48,22,110.73,80.38,-0.13,-0.04,-0.1,-0.8,0.66,-1.46,1,0,0.05,0.0,IVY
Ciniya Moore,Yale,2287348,70.0,17.89,26,106.08,79.12,-0.18,-0.17,-0.01,-2.34,-0.61,-1.73,13,6,0.5,0.23,IVY
Ke'iara Odume,Yale,2287352,71.0,15.83,27,105.8,66.88,-0.76,-0.76,0.0,-2.25,-1.81,-0.44,11,0,0.41,0.0,IVY
Magdalena Schmidt,Yale,2287351,71.0,10.57,22,109.44,75.22,-0.2,-0.11,-0.09,-2.02,-0.8,-1.21,4,0,0.18,0.0,IVY
Marisa Chapman,Yale,2287353,69.0,23.97,26,103.22,67.21,-0.75,-0.92,0.17,-2.22,-2.16,-0.07,20,4,0.77,0.15,IVY
Lydia Chatira,Harvard,2302210,72.0,21.35,29,83.05,84.58,1.59,0.09,1.5,3.7,1.04,2.66,21,12,0.72,0.41,IVY
Hana Belibi,Harvard,2302212,72.0,3.63,9,80.09,73.01,0.07,-0.02,0.09,,,,1,0,0.11,0.0,IVY
Asani Ceaser,Harvard,2302207,72.0,3.01,12,66.02,,,,0.15,,,,3,0,0.25,0.0,IVY
Alayna Rocco,Harvard,2302211,70.0,14.63,29,85.12,111.59,1.85,0.92,0.94,2.33,0.38,1.95,15,10,0.52,0.34,IVY
Nina Emnace,Harvard,2302213,67.0,7.33,11,86.01,,,,0.17,0.2,-1.25,1.45,3,0,0.27,0.0,IVY
Mia Broom,Columbia,2311544,69.0,17.21,23,86.01,92.02,1.23,0.4,0.83,3.62,2.13,1.49,26,8,1.13,0.35,IVY
Marta Jaama,Columbia,2311551,74.0,11.08,1,58.68,43.43,-0.05,-0.11,0.06,,,,2,0,2.0,0.0,IVY
Nasi Simmons,Columbia,2311547,68.0,12.09,24,89.11,101.23,0.95,0.43,0.51,1.67,0.18,1.49,17,5,0.71,0.21,IVY
Maria Arrebola,Columbia,2311550,72.0,10.4,28,92.54,101.41,0.79,0.38,0.41,1.19,2.18,-0.99,5,4,0.18,0.14,IVY
Ashna Tambe,Penn,2317047,67.0,7.43,22,94.35,85.46,0.25,0.05,0.2,-0.29,0.67,-0.96,5,4,0.23,0.18,IVY
Sarah Miller,Penn,2317048,70.0,14.46,26,98.62,101.72,0.98,0.69,0.29,-4.27,-1.57,-2.7,8,2,0.31,0.08,IVY
Reagan Jamison,Penn,2317050,72.0,1.96,6,101.38,,,,0.01,,,,0,0,0.0,0.0,IVY
Brooke Suttle,Penn,2317049,72.0,6.65,16,95.58,108.41,0.3,0.19,0.12,-0.87,-0.86,-0.0,3,2,0.19,0.12,IVY
Katie Collins,Penn,2317051,73.0,34.27,26,88.92,97.1,2.89,1.29,1.6,1.4,0.99,0.41,39,45,1.5,1.73,IVY
Gabriella Kelley,Penn,2317052,73.0,3.32,8,97.37,,,,0.02,,,,0,1,0.0,0.12,IVY
Emily Eadie,Princeton,2321201,72.0,5.36,12,95.31,90.01,0.13,0.06,0.07,-0.57,-0.4,-0.17,0,1,0.0,0.08,IVY
Toby Nweke,Princeton,2321208,69.0,15.34,28,93.01,92.6,0.86,0.28,0.58,3.31,2.63,0.68,12,4,0.43,0.14,IVY
Cristina Parrella,Princeton,2321195,70.0,12.27,25,96.27,85.26,0.38,0.07,0.31,0.65,0.1,0.55,4,1,0.16,0.04,IVY
Sela Klein,Brown,2334105,71.0,6.09,12,99.13,,,,0.05,0.0,0.53,-0.53,2,0,0.17,0.0,IVY
Gia Powell,Brown,2334106,68.0,27.93,20,102.69,82.27,0.18,-0.0,0.19,-0.44,0.52,-0.96,15,1,0.75,0.05,IVY
Aima Ofunrein,Brown,2334109,73.0,14.71,24,94.52,87.02,0.65,0.22,0.42,-1.72,-0.14,-1.58,16,6,0.67,0.25,IVY
Tahira Muhammad,Dartmouth,2349662,68.0,9.26,23,100.37,71.29,-0.09,-0.21,0.12,0.81,-0.05,0.86,6,2,0.26,0.09,IVY
Ellie Cerf,Dartmouth,2349663,66.0,2.11,6,89.19,24.12,-0.05,-0.07,0.02,,,,2,0,0.33,0.0,IVY
Annika Jiwani,Dartmouth,2349666,72.0,2.14,2,96.95,,,,0.0,,,,0,0,0.0,0.0,IVY
Olivia Austin,Dartmouth,2349664,73.0,28.62,25,94.14,87.4,1.18,0.3,0.88,-1.99,-1.91,-0.08,34,8,1.36,0.32,IVY
Zeynep Ozel,Dartmouth,2349665,68.0,24.22,24,101.53,73.06,-0.42,-0.69,0.26,-5.48,-2.49,-2.99,21,1,0.88,0.04,IVY
Paige Engels,Cornell,2349668,68.0,29.22,27,96.08,86.42,1.1,0.29,0.81,-0.86,0.43,-1.28,20,5,0.74,0.19,IVY
Kelsey Langston,Cornell,2349670,67.0,26.33,27,101.04,54.03,-0.65,-1.01,0.36,-1.68,-0.27,-1.41,10,1,0.37,0.04,IVY
Audrey Chen,Cornell,2349669,67.0,5.16,12,95.37,83.59,0.08,0.01,0.07,1.05,-0.19,1.24,2,0,0.17,0.0,IVY
Alana Andrews,Cornell,2349667,74.0,1.5,7,100.69,,,,0.01,,,,0,0,0.0,0.0,IVY
Sara Bershers,UAB,1314347,72.0,26.99,31,95.99,92.67,1.74,0.86,0.87,-1.0,0.11,-1.11,32,21,1.03,0.68,AAC
Rayne Tucker,UAB,1317738,73.0,20.92,16,91.92,99.13,1.12,0.63,0.49,1.34,1.1,0.24,18,14,1.12,0.88,AAC
Victoria Keenan,Tulane,1330745,67.0,32.78,30,88.87,104.31,3.31,1.56,1.75,1.75,0.78,0.97,48,1,1.6,0.03,AAC
Sammie Puisis,South Fla.,1356014,73.0,31.38,34,95.21,106.36,4.28,3.08,1.2,5.38,4.32,1.05,30,4,0.88,0.12,AAC
Anissa Rivera,Temple,1410484,73.0,23.74,31,81.3,97.07,3.03,1.11,1.91,-0.8,-1.09,0.3,52,37,1.68,1.19,AAC
Jada Moore,Fla. Atlantic,1581479,71.0,32.34,32,95.59,91.53,2.23,1.1,1.12,-1.24,-1.22,-0.02,33,8,1.03,0.25,AAC
Elauna Eaton,Memphis,1581201,72.0,22.59,30,108.04,100.22,1.02,1.18,-0.16,-3.09,0.46,-3.55,20,3,0.67,0.1,AAC
Emily Klaczek,Rice,1585702,68.0,18.74,34,90.89,95.16,1.73,0.72,1.01,2.35,2.14,0.2,27,7,0.79,0.21,AAC
Amaya Oliver,Temple,1589711,74.0,22.04,28,87.05,96.35,1.88,0.65,1.23,4.07,3.0,1.07,24,24,0.86,0.86,AAC
Tommisha Lampkin,North Texas,1591072,74.0,32.48,33,82.63,107.43,6.19,3.55,2.63,2.5,1.05,1.45,32,31,0.97,0.94,AAC
Nyayongah Gony,UTSA,1589785,76.0,10.65,12,84.57,72.16,0.18,-0.11,0.29,-1.97,-0.55,-1.42,4,5,0.33,0.42,AAC
Jaaucklyn Moore,North Texas,1591121,68.0,26.7,34,87.59,103.59,3.48,1.72,1.75,2.86,0.81,2.05,39,16,1.15,0.47,AAC
Romi Levy,South Fla.,1583815,74.0,19.3,32,90.21,86.35,1.36,0.34,1.02,0.63,2.38,-1.74,28,20,0.88,0.62,AAC
Maddie Walsh,UAB,1585704,74.0,36.64,31,99.36,92.08,1.8,1.02,0.78,-0.45,0.01,-0.46,21,37,0.68,1.19,AAC
Jordyn Jenkins,UTSA,1589712,74.0,30.26,30,80.87,117.08,6.94,4.54,2.4,8.64,3.67,4.97,40,34,1.33,1.13,AAC
Aicha Ndour,Wichita St.,1599902,78.0,11.71,28,88.37,70.02,0.17,-0.43,0.6,-4.95,-3.26,-1.7,7,32,0.25,1.14,AAC
Nina De Leon Negron,UTSA,1600256,66.0,31.85,30,83.98,102.71,4.14,1.93,2.21,4.51,2.36,2.16,46,3,1.53,0.1,AAC
Morgan Moseley,East Carolina,1601646,71.0,7.21,25,85.86,58.45,0.02,-0.36,0.38,0.24,-2.52,2.76,10,0,0.4,0.0,AAC
Synia Johnson,East Carolina,1601644,69.0,22.44,24,87.02,86.17,1.24,0.17,1.07,4.08,-0.06,4.14,35,2,1.46,0.08,AAC
Liz Martino,Memphis,1603849,72.0,6.07,12,108.17,,,,-0.02,-0.37,-0.12,-0.26,3,0,0.25,0.0,AAC
Jordan Peete,Charlotte,1603964,66.0,18.63,29,100.36,77.54,0.11,-0.21,0.31,-2.05,-1.05,-1.01,24,2,0.83,0.07,AAC
Taylor Jameson,Wichita St.,1604870,65.0,26.73,28,95.9,93.15,1.58,0.79,0.78,0.41,0.81,-0.4,34,1,1.21,0.04,AAC
Ta'Ziah Jenks,Fla. Atlantic,1608677,72.0,25.16,32,91.59,84.64,1.42,0.21,1.22,-3.22,-0.24,-2.98,40,10,1.25,0.31,AAC
Maya Bokunewicz,Rice,1609124,72.0,5.13,22,89.82,71.69,0.08,-0.11,0.19,-0.68,-1.4,0.72,4,0,0.18,0.0,AAC
Anzhane' Hutton,East Carolina,1609919,72.0,19.14,32,85.55,96.78,2.31,1.0,1.32,-1.02,0.04,-1.06,26,17,0.81,0.53,AAC
Kyren Whittington,Tulane,1611763,69.0,24.83,30,89.36,92.62,2.34,1.05,1.29,4.76,1.62,3.14,38,9,1.27,0.3,AAC
Tarriyonna Gary,Temple,1612038,70.0,31.04,31,91.84,102.9,3.47,2.05,1.43,1.69,1.28,0.41,36,5,1.16,0.16,AAC
Mama Dembele,South Fla.,1612092,66.0,30.47,34,88.03,89.14,2.65,0.7,1.95,2.72,1.16,1.56,82,2,2.41,0.06,AAC
Kay Kay Green,Charlotte,1612314,66.0,29.66,31,99.34,76.64,0.11,-0.52,0.63,-1.15,0.02,-1.18,47,4,1.52,0.13,AAC
Jayla Kelly,Charlotte,1612093,75.0,16.78,30,91.89,87.9,1.06,0.32,0.74,-4.22,-3.71,-0.51,14,35,0.47,1.17,AAC
Alasia Smith,Memphis,1614145,70.0,30.83,30,95.24,101.36,2.91,1.87,1.04,3.06,3.87,-0.81,70,38,2.33,1.27,AAC
Tilly Boler,Memphis,1615600,73.0,33.89,30,109.41,99.37,1.72,2.1,-0.38,3.63,4.22,-0.58,21,15,0.7,0.5,AAC
Paige Bradley,Tulsa,1681984,70.0,25.32,28,89.09,98.75,2.29,1.04,1.26,2.33,2.41,-0.08,38,3,1.36,0.11,AAC
Kimora Jenkins,East Carolina,1687470,73.0,5.89,10,94.11,75.6,0.04,-0.04,0.07,-0.12,0.34,-0.46,1,1,0.1,0.1,AAC
Sherese Pittman,Tulane,1685464,74.0,31.51,30,85.65,93.19,3.35,1.34,2.01,4.4,2.34,2.07,37,23,1.23,0.77,AAC
Hannah Riddick,Memphis,1687516,73.0,23.21,4,103.01,98.4,0.25,0.22,0.03,-0.2,0.86,-1.06,2,1,0.5,0.25,AAC
Quinzia Fulmore,Memphis,1687678,75.0,22.43,7,104.74,84.58,0.06,0.04,0.02,-1.25,-0.13,-1.12,2,4,0.29,0.57,AAC
DeeDee Hagemann,Memphis,1688307,68.0,35.05,14,107.88,93.92,0.56,0.67,-0.11,1.63,0.34,1.29,22,1,1.57,0.07,AAC
Delanie Crawford,Tulsa,1688375,71.0,31.87,32,88.86,97.04,4.04,2.2,1.84,0.52,-0.22,0.75,52,10,1.62,0.31,AAC
Lexie Foutch,Tulsa,1688379,75.0,10.39,32,90.7,79.64,0.49,-0.04,0.53,-0.46,-1.51,1.04,9,7,0.28,0.22,AAC
Ella Anciaux,Wichita St.,1687696,76.0,11.3,30,91.02,87.99,0.68,0.15,0.53,2.14,0.23,1.91,6,20,0.2,0.67,AAC
Malia Fisher,Rice,1688529,74.0,28.76,26,84.37,87.64,2.27,0.57,1.7,1.08,-0.29,1.37,39,28,1.5,1.08,AAC
Tracey Bershers,UAB,1688556,74.0,17.6,31,96.1,104.41,1.77,1.21,0.56,-1.69,-0.23,-1.45,11,12,0.35,0.39,AAC
Sussy Ngulefac,Rice,1688595,76.0,23.75,34,88.9,107.92,3.21,1.77,1.45,0.39,-0.48,0.87,17,40,0.5,1.18,AAC
Trinity Gooden,Rice,1688531,70.0,11.76,31,91.88,80.51,0.48,-0.06,0.54,0.08,-1.91,1.99,13,6,0.42,0.19,AAC
Taliyah Wyche,East Carolina,1689123,75.0,17.61,17,84.46,88.48,0.85,0.17,0.68,1.94,-0.53,2.47,16,15,0.94,0.88,AAC
Tatyana Wyche,East Carolina,1689124,74.0,19.26,27,87.26,97.43,1.67,0.65,1.02,0.11,-0.67,0.78,13,33,0.48,1.22,AAC
Timia Ware,East Carolina,1689152,66.0,9.76,24,90.06,65.78,-0.04,-0.43,0.39,-4.17,-1.78,-2.39,11,2,0.46,0.08,AAC
Kianni Westbrook,Tulane,1694120,75.0,3.14,14,80.85,60.25,0.02,-0.09,0.12,,,,2,1,0.14,0.07,AAC
Amaya Brannon,North Texas,1691357,71.0,3.31,17,89.44,,,,0.1,0.93,0.02,0.92,1,0,0.06,0.0,AAC
Madison Roshelle,Charlotte,1693976,69.0,16.42,19,94.46,80.46,0.3,-0.07,0.38,-0.4,0.23,-0.63,22,2,1.16,0.11,AAC
Bre'Yon White,Wichita St.,1696223,71.0,20.16,31,92.19,82.73,0.92,0.02,0.9,-1.48,-1.51,0.03,22,10,0.71,0.32,AAC
Layken Cox,Memphis,1701155,73.0,12.0,28,104.7,90.5,0.31,0.27,0.04,-3.24,-1.87,-1.38,8,5,0.29,0.18,AAC
Aniyah Johnson,North Texas,1698629,74.0,20.49,32,81.89,98.05,2.45,0.79,1.66,-0.17,-0.36,0.19,22,37,0.69,1.16,AAC
Nia Young,Charlotte,1701811,70.0,7.67,25,98.71,56.26,-0.25,-0.4,0.14,-2.52,-1.84,-0.69,4,1,0.16,0.04,AAC
Aanaya Harris,Charlotte,1708392,71.0,6.29,28,95.23,69.86,0.03,-0.17,0.2,-3.25,-1.89,-1.36,11,3,0.39,0.11,AAC
Kierra Middleton,Tulane,1711917,67.0,7.97,10,96.61,48.25,-0.12,-0.19,0.08,2.98,0.85,2.12,0,0,0.0,0.0,AAC
Tiarra East,Temple,1718997,70.0,31.69,31,89.27,89.54,2.72,1.0,1.72,5.17,1.93,3.24,41,3,1.32,0.1,AAC
Maria Myklebust,Fla. Atlantic,1729121,73.0,19.65,31,97.7,76.0,0.25,-0.28,0.53,-3.13,-3.09,-0.04,8,0,0.26,0.0,AAC
Keanna Rembert,Charlotte,1721720,74.0,24.78,32,96.52,95.67,2.19,1.41,0.78,0.39,0.91,-0.52,25,10,0.78,0.31,AAC
Desiree Ware,UAB,1891881,68.0,6.61,16,95.47,99.1,0.23,0.11,0.12,-0.23,-0.29,0.06,7,0,0.44,0.0,AAC
Amira Mabry,Tulane,1892514,72.0,26.1,30,87.63,104.13,3.24,1.74,1.5,-0.67,-0.85,0.18,23,9,0.77,0.3,AAC
Jayla Hearp,East Carolina,1892809,69.0,26.81,32,88.5,95.99,2.81,1.24,1.57,3.59,1.18,2.41,46,9,1.44,0.28,AAC
Molly Moffitt,UAB,1891882,73.0,21.92,31,93.95,87.22,1.19,0.33,0.86,0.71,0.28,0.43,23,11,0.74,0.35,AAC
Ashton Elley,UAB,1891883,70.0,9.29,29,95.71,117.02,0.92,0.63,0.29,1.54,2.16,-0.62,8,1,0.28,0.03,AAC
Bobbi Smith,East Carolina,1892811,71.0,9.98,29,89.02,79.81,0.47,-0.05,0.52,-2.05,-1.46,-0.59,12,4,0.41,0.14,AAC
Amiya Joyner,East Carolina,1892813,74.0,28.72,32,81.95,96.06,4.23,1.9,2.32,0.47,0.86,-0.39,36,34,1.12,1.06,AAC
Hailey Adams,Rice,1893527,73.0,25.69,31,87.58,94.75,2.47,0.94,1.54,0.68,1.84,-1.16,17,26,0.55,0.84,AAC
Jazzy Owens-Barnett,Rice,1893552,67.0,19.62,12,94.91,75.29,0.08,-0.19,0.27,-1.03,-0.74,-0.29,7,0,0.58,0.0,AAC
Kennedy Clifton,Rice,1893536,72.0,7.06,8,93.89,81.1,0.06,-0.01,0.07,,,,0,0,0.0,0.0,AAC
Dominique Ennis,Rice,1893518,69.0,32.67,32,90.02,103.21,3.86,2.11,1.75,2.91,2.12,0.79,42,10,1.31,0.31,AAC
Shelby Hayes,Rice,1893561,74.0,11.06,33,90.91,105.89,1.45,0.87,0.58,-0.33,-1.28,0.95,4,11,0.12,0.33,AAC
Stefanie Ingram,Fla. Atlantic,1896730,68.0,31.02,32,94.45,91.51,2.22,1.02,1.2,-0.95,0.12,-1.07,42,1,1.31,0.03,AAC
Ornella Niankan,Wichita St.,1900478,73.0,20.78,30,95.63,76.85,0.37,-0.3,0.67,0.99,1.11,-0.12,15,19,0.5,0.63,AAC
Desiree Wooten,North Texas,1908455,68.0,29.38,33,85.34,97.46,3.77,1.67,2.1,3.34,2.94,0.4,58,10,1.76,0.3,AAC
Ereauna Hardaway,North Texas,1908454,68.0,32.44,34,88.2,85.78,2.47,0.41,2.06,3.44,0.53,2.91,44,3,1.29,0.09,AAC
Kyla Deck,North Texas,1908632,69.0,30.74,30,85.26,99.01,3.47,1.46,2.01,1.42,0.81,0.61,63,4,2.1,0.13,AAC
Cam Mathews,Tulsa,1908903,67.0,9.32,29,87.84,97.55,0.78,0.26,0.52,-1.82,-2.27,0.45,21,1,0.72,0.03,AAC
Alexis Andrews,Charlotte,1909601,68.0,22.12,32,102.04,94.9,1.33,1.05,0.28,0.21,-0.05,0.26,26,0,0.81,0.0,AAC
Mya Perry,Fla. Atlantic,1911378,69.0,33.06,29,96.37,100.92,3.14,2.18,0.96,0.28,-2.05,2.33,41,8,1.41,0.28,AAC
Hadley Periman,Tulsa,1909523,74.0,33.0,29,83.49,88.95,2.83,0.57,2.27,4.1,2.06,2.04,39,56,1.34,1.93,AAC
Sidney Love,UTSA,1911468,68.0,31.98,30,86.76,97.87,3.53,1.6,1.94,5.44,2.9,2.54,39,11,1.3,0.37,AAC
Alexis Parker,UTSA,1911439,69.0,7.94,22,86.78,63.82,0.11,-0.24,0.35,-0.55,-1.53,0.98,6,1,0.27,0.05,AAC
Ines Piper,South Fla.,1912927,72.0,16.17,24,87.38,93.72,1.19,0.44,0.76,0.79,0.38,0.41,24,9,1.0,0.38,AAC
Maya Linton,UTSA,1911470,72.0,22.6,30,82.86,77.76,1.42,-0.23,1.65,1.27,0.16,1.11,41,9,1.37,0.3,AAC
Siena Guttadauro,UTSA,1911443,66.0,15.2,5,94.01,101.94,0.21,0.12,0.1,-1.26,0.21,-1.47,1,0,0.2,0.0,AAC
Jordan Jackson,Wichita St.,1919728,72.0,9.56,21,96.68,65.12,-0.04,-0.23,0.19,-0.39,-0.86,0.47,6,2,0.29,0.1,AAC
Tanyuel Welch,Memphis,1921623,70.0,29.11,30,105.48,91.67,1.0,0.97,0.03,-3.63,-0.53,-3.1,35,3,1.17,0.1,AAC
Janette Aarnio,South Fla.,1923456,71.0,11.61,31,94.72,93.82,0.67,0.24,0.42,-0.79,-0.57,-0.22,12,5,0.39,0.16,AAC
Carla Brito,South Fla.,1923464,71.0,32.88,34,89.53,95.97,3.43,1.5,1.92,3.89,1.96,1.93,39,13,1.15,0.38,AAC
Hayleigh Breland,Charlotte,1924266,67.0,29.04,32,99.45,90.06,1.59,0.96,0.63,-4.82,-0.64,-4.18,31,2,0.97,0.06,AAC
Jaelyn Talley,North Texas,1924332,70.0,17.06,34,90.47,85.37,1.09,0.15,0.94,2.32,0.09,2.23,11,4,0.32,0.12,AAC
Kayla Hampton,Tulane,1924312,69.0,6.77,28,88.63,81.86,0.33,-0.01,0.34,-2.93,-3.14,0.21,10,1,0.36,0.04,AAC
Cheyenne Rowe,UTSA,1925207,74.0,15.71,31,86.85,112.13,2.4,1.42,0.98,-2.17,-0.81,-1.36,8,10,0.26,0.32,AAC
DeeDee Shephard,Charlotte,1925550,68.0,10.32,11,95.13,84.64,0.16,0.04,0.13,-1.09,0.02,-1.1,4,3,0.36,0.27,AAC
Dyllan Hanna,Tulane,1941816,74.0,21.55,27,84.7,102.72,1.94,0.65,1.29,1.38,0.15,1.23,17,39,0.63,1.44,AAC
Journee McDaniel,East Carolina,1944362,69.0,6.67,20,82.19,70.05,0.17,-0.16,0.33,-0.54,-1.22,0.68,12,3,0.6,0.15,AAC
Imani Smith,Charlotte,2091449,68.0,20.15,32,95.21,87.52,0.95,0.23,0.72,1.77,-0.04,1.82,35,20,1.09,0.62,AAC
Caroline Thiel,Charlotte,2091450,72.0,13.6,26,100.89,89.24,0.32,0.14,0.18,0.23,-0.07,0.3,6,6,0.23,0.23,AAC
Fatou Diakite,South Fla.,2091451,75.0,7.23,25,88.69,74.45,0.18,-0.15,0.33,-0.17,-1.5,1.33,5,8,0.2,0.32,AAC
Lily Ba,Tulane,2096201,75.0,4.23,14,93.3,76.44,0.06,-0.02,0.08,-1.32,-1.34,0.02,0,3,0.0,0.21,AAC
L'or Mputu,South Fla.,2110264,74.0,28.4,34,88.84,114.98,4.45,2.72,1.73,3.42,2.32,1.1,28,32,0.82,0.94,AAC
Vittoria Blasigh,South Fla.,2110222,69.0,26.0,34,93.53,103.82,3.18,2.03,1.15,2.6,-0.5,3.11,30,6,0.88,0.18,AAC
Victoria Flores,Rice,2110346,67.0,29.29,34,91.31,91.94,2.61,1.07,1.53,3.55,1.47,2.08,40,6,1.18,0.18,AAC
Jade Clack,Tulsa,2110345,73.0,17.7,30,88.76,78.64,0.75,-0.21,0.96,0.21,-2.83,3.04,20,12,0.67,0.4,AAC
Zahira Arizmendi,Fla. Atlantic,2110415,68.0,11.78,19,95.78,83.22,0.25,0.01,0.24,-3.01,-0.55,-2.46,9,1,0.47,0.05,AAC
Jade Tillman,East Carolina,2111572,70.0,7.73,26,83.64,92.26,0.69,0.21,0.47,1.6,-0.79,2.39,11,4,0.42,0.15,AAC
Jayla Murray,Wichita St.,2114046,73.0,27.85,31,93.7,98.73,2.83,1.72,1.11,0.79,1.37,-0.58,32,19,1.03,0.61,AAC
Khia Miller,East Carolina,2111569,70.0,27.73,32,88.64,91.64,2.41,0.8,1.62,1.97,-0.29,2.26,50,11,1.56,0.34,AAC
Salese Blow,Wichita St.,2114045,71.0,30.56,31,97.85,92.15,1.9,1.1,0.8,0.72,0.44,0.29,34,2,1.1,0.06,AAC
McKayla Miller,Tulsa,2114078,73.0,7.7,9,89.85,53.28,-0.02,-0.14,0.12,-0.78,-1.64,0.86,0,2,0.0,0.22,AAC
Latazia Williamson,Memphis,2123799,73.0,11.76,26,105.33,72.07,-0.2,-0.21,0.02,-2.28,-1.32,-0.96,4,19,0.15,0.73,AAC
Kristol Ayson,Tulsa,2120164,68.0,23.04,32,89.9,90.28,1.86,0.61,1.25,-1.35,-0.66,-0.7,44,5,1.38,0.16,AAC
Tena Ikidi,Charlotte,2120242,75.0,8.12,30,92.7,83.89,0.37,0.03,0.34,-1.03,-0.03,-1.0,8,12,0.27,0.4,AAC
Bailey Gilmore,Memphis,2118016,75.0,11.65,27,108.0,69.22,-0.32,-0.25,-0.07,-4.38,-0.92,-3.46,4,3,0.15,0.11,AAC
Eleecia Carter,UAB,2121874,67.0,18.22,31,95.14,88.86,1.08,0.43,0.64,0.15,1.01,-0.86,27,4,0.87,0.13,AAC
Raven Sims,Memphis,2123800,69.0,12.74,28,106.42,74.83,-0.22,-0.2,-0.02,0.34,-0.38,0.72,15,2,0.54,0.07,AAC
Drew Alexander,Temple,2125266,71.0,4.08,15,96.04,92.18,0.11,0.05,0.06,1.18,0.49,0.69,1,1,0.07,0.07,AAC
Emma Lucio,UTSA,2126053,69.0,6.63,19,90.01,65.98,-0.0,-0.21,0.21,-1.95,-1.96,0.01,1,0,0.05,0.0,AAC
Tristen Taylor,Temple,2125261,65.0,29.09,31,92.09,94.77,2.22,0.91,1.31,0.39,1.15,-0.75,39,1,1.26,0.03,AAC
Jaleesa Molina,Temple,2125260,74.0,25.19,31,82.69,91.46,2.59,0.68,1.91,-0.13,-0.28,0.15,45,17,1.45,0.55,AAC
Aysia Proctor,UTSA,2126062,68.0,14.35,20,86.33,100.18,1.05,0.46,0.59,1.19,0.84,0.34,9,4,0.45,0.2,AAC
Mady Cartwright,Tulsa,2126393,70.0,26.96,32,88.57,98.41,3.07,1.49,1.58,4.76,1.62,3.14,47,9,1.47,0.28,AAC
